train_contrastive_step,train_kl_step,train_latent_step,train_loss_step,train_recons_step,epoch,step,val_contrastive_step,val_kl_step,val_latent_step,val_loss_step,val_recons_step,val_contrastive_epoch,val_kl_epoch,val_latent_epoch,val_loss_epoch,val_recons_epoch,val_m2t/MedR_epoch,val_m2t/R01_epoch,val_m2t/R02_epoch,val_m2t/R03_epoch,val_m2t/R05_epoch,val_m2t/R10_epoch,val_m2t/len_epoch,val_t2m/MedR_epoch,val_t2m/R01_epoch,val_t2m/R02_epoch,val_t2m/R03_epoch,val_t2m/R05_epoch,val_t2m/R10_epoch,val_t2m/len_epoch,train_contrastive_epoch,train_kl_epoch,train_latent_epoch,train_loss_epoch,train_recons_epoch,train_dtw_step,val_dtw_step,val_dtw_epoch,train_dtw_epoch
3.4457740783691406,5.829105377197266,1.1769026517868042,0.7363119125366211,0.3916644752025604,0,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.1459178924560547,6.66212797164917,1.238028883934021,0.7715432643890381,0.45687246322631836,0,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.129695415496826,6.006523132324219,1.179893136024475,0.8427492380142212,0.5297078490257263,0,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.8613667488098145,5.7720136642456055,1.1262240409851074,0.7492485642433167,0.46304288506507874,0,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.7856976985931396,5.070239067077637,1.1156400442123413,0.630692183971405,0.35206055641174316,0,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5296735763549805,4.9662675857543945,1.0983375310897827,0.7225571870803833,0.4695292115211487,0,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.3711938858032227,5.416743755340576,1.0850318670272827,0.6466290950775146,0.4094446897506714,0,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.2066917419433594,4.396446228027344,1.063481092453003,0.7277514934539795,0.5070277452468872,0,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.981810450553894,5.050025463104248,1.051815390586853,0.5985355377197266,0.4002934396266937,0,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5941410064697266,5.8581438064575195,1.1091876029968262,0.6357903480529785,0.37630653381347656,0,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5056467056274414,6.3944902420043945,1.0940197706222534,0.5694124698638916,0.31877291202545166,0,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.1360244750976562,6.46372127532959,1.0843565464019775,0.725382924079895,0.5117050409317017,0,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.2199528217315674,6.212338924407959,1.0783016681671143,0.55666184425354,0.33459362387657166,0,649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,2.2902815341949463,5.9898223876953125,1.0766656398773193,0.6315820217132568,0.4024832248687744,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,2.2991538047790527,6.22767972946167,1.0822827816009521,0.7918854355812073,0.5618969202041626,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,1.9838954210281372,5.446774959564209,1.0213885307312012,0.539566695690155,0.3411124646663666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,2.3867220878601074,7.492405414581299,1.0869145393371582,0.6253015398979187,0.38654351234436035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4,2.0666017532348633,6.256837368011475,1.0620124340057373,0.5588226318359375,0.3520892858505249,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5,2.234795331954956,6.184000015258789,1.0677913427352905,0.7047416567802429,0.4811896085739136,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,6,2.1297764778137207,6.566932201385498,1.0761381387710571,0.6343472599983215,0.4212931990623474,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,7,1.9053926467895508,6.137968063354492,1.043509840965271,0.6903332471847534,0.49972212314605713,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,8,2.3217031955718994,6.820138454437256,1.0740876197814941,0.6390265822410583,0.4067773222923279,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,9,2.2435250282287598,6.256326675415039,1.0844146013259888,0.6718024015426636,0.44737645983695984,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,10,2.4306881427764893,6.262877464294434,1.0708460807800293,0.6383529901504517,0.395210862159729,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11,2.2570366859436035,5.841795921325684,1.0757874250411987,0.4999755620956421,0.27420270442962646,,,,,,,,,,,,,,,,,,,,,,,,,,,,
